Product,Brand,Product Code,Price,Inward Date,Dispatch Date,Quantity Sold,Sales,lap customer id,lap customer Name,Customer Location,Region,Processor Specification,RAM,ROM,SSD,stock in inventory,Product segmentation
Laptop,Dell,6B7C117D,138326,31-05-2023,28-01-2024,4,553304,61,Aaron Webster,Cruzside,Central,i9,4,128,512,3,Low demand lap
Laptop,Asus,CE76F232,142024,21-09-2023,21-12-2023,8,1136192,62,Aaron White,Henrymouth,Central,i3,4,512,2028,17,Best selling lap
Laptop,Xiaomi,299E4FC6,179717,19-08-2024,10-09-2024,2,359434,62,Aaron White,Port Nicholas,East,i9,12,512,1028,45,Low demand lap
Laptop,Acer,03B98917,7838,05-05-2023,26-09-2023,7,54866,63,Aaron Williams,Butlerfort,Central,i9,32,512,256,59,Low demand lap
Laptop,HP,2C97AF4D,62418,28-05-2024,20-07-2024,10,624180,63,Aaron Williams,North Jermaine,North,i7,16,1028,256,37,High storage lap
Laptop,Xiaomi,49C92657,106504,25-03-2023,03-05-2023,1,106504,64,Aaron Wilson,Alexanderport,East,i3,4,64,2028,33,High ssd lap
Laptop,HP,4E834D9B,132456,11-01-2024,28-03-2025,7,927192,65,Aaron Wood,Lake Tina,West,Ryzen 5,4,512,2028,31,Best selling lap
Laptop,Asus,10A756A0,155316,07-01-2025,20-01-2025,1,155316,66,Aaron Wright,Victorside,West,i5,4,128,1028,28,Low demand lap
Laptop,Dell,34EB01E7,185402,02-04-2023,02-07-2024,9,1668618,67,Abigail Cohen,Andradeview,West,Ryzen 3,32,256,1028,29,Best selling lap
Laptop,Macbook,F44F7127,28364,30-01-2025,19-06-2024,4,113456,68,Abigail Contreras,West Dylan,Central,Ryzen 3,16,128,1028,41,Low demand lap
Laptop,Xiaomi,F1F3837D,5650,14-12-2024,13-07-2023,7,39550,69,Abigail Ford,Stephanieburgh,South,Ryzen 9,4,64,256,14,Low demand lap
Laptop,Asus,D46393CF,141489,09-05-2023,15-07-2023,10,1414890,70,Abigail Griffith,Carolside,North,Ryzen 3,16,1028,512,5,Best selling lap
Laptop,Asus,2AE0AD81,198045,23-12-2023,29-03-2024,1,198045,71,Abigail Hammond,Lake Larrychester,East,i7,8,128,512,9,Low demand lap
Laptop,Asus,5AD60CB7,142532,04-05-2023,28-10-2023,2,285064,72,Abigail Harris,Burtonfurt,North,Ryzen 7,12,512,256,52,Low demand lap
Laptop,Xiaomi,EC48FB42,64895,27-04-2023,26-09-2024,9,584055,73,Abigail Hays,Brianside,North,i3,4,128,256,46,Low demand lap
Laptop,Samsung,EA0D3E21,25302,18-05-2023,20-05-2024,2,50604,74,Abigail Jennings,Christinafurt,East,Ryzen 5,6,256,2028,2,High ssd lap
Laptop,Asus,CE51B438,73801,03-11-2024,31-07-2024,6,442806,75,Abigail Johnson,South Dianeport,West,Ryzen 3,16,64,256,40,Low demand lap
Laptop,Samsung,4D584FB0,8369,06-07-2024,20-09-2023,3,25107,76,Abigail Kelly,Peterberg,East,Ryzen 7,32,128,1028,15,Low demand lap
Laptop,Dell,45FB8026,198394,10-09-2024,14-01-2024,2,396788,77,Abigail Khan,Reneeland,South,i3,32,256,256,12,Low demand lap
Laptop,Macbook,3FD46DA1,158413,22-09-2024,26-08-2023,4,633652,78,Abigail Lowe,Rodriguezborough,West,i9,8,256,1028,1,Low demand lap
Laptop,Xiaomi,72098240,177607,19-08-2023,05-09-2024,7,1243249,79,Abigail Lynch,Ericfurt,North,i5,6,256,512,57,Best selling lap
Laptop,Asus,D06A2D63,142313,09-09-2024,06-06-2024,1,142313,80,Abigail Manning,Rebeccaport,West,Ryzen 7,8,512,256,20,Low demand lap
Laptop,Dell,AE21AA23,122440,15-09-2023,15-06-2024,5,612200,81,Abigail Moore,Hardyfurt,West,Ryzen 3,32,128,256,25,Low demand lap
Laptop,HP,609F7ACA,83617,27-12-2023,14-07-2023,10,836170,81,Abigail Moore,Lake Melissa,East,Ryzen 5,12,1028,256,42,High storage lap
Laptop,Xiaomi,35172833,168574,05-09-2023,03-05-2025,10,1685740,82,Abigail Nash,Gonzalezborough,South,i5,6,64,1028,48,Best selling lap
Laptop,Asus,45328B9B,108066,08-09-2024,10-10-2023,3,324198,83,Abigail Perez,Rebeccabury,East,Ryzen 5,8,128,256,52,Low demand lap
Laptop,Asus,1D3FD8FA,193161,28-02-2025,26-06-2023,5,965805,84,Abigail Powell,West Sandrahaven,Central,Ryzen 9,6,128,2028,17,High ssd lap
Laptop,Asus,57E68E76,12639,23-11-2023,24-07-2024,4,50556,85,Abigail Robinson,Lake Angel,North,Ryzen 7,12,512,256,54,Low demand lap
Laptop,Acer,FD707951,170651,25-09-2024,27-01-2025,9,1535859,86,Abigail Simpson,Roseview,Central,Ryzen 3,4,128,512,32,Best selling lap
Laptop,Xiaomi,EA693EAC,184046,28-04-2024,12-02-2025,4,736184,87,Abigail Singleton MD,New Tracy,East,i9,32,512,256,16,Low demand lap
Laptop,Asus,CB37ED95,197178,16-12-2024,28-07-2023,3,591534,88,Abigail Smith,Stephensonton,Central,Ryzen 7,6,128,2028,33,High ssd lap
Laptop,Acer,C996B8BC,141578,19-05-2024,16-11-2024,10,1415780,89,Abigail Townsend,North Debbiefurt,East,i7,8,64,512,48,Best selling lap
Laptop,Acer,36642B5E,140957,10-10-2024,15-05-2024,6,845742,90,Abigail Turner,Sharpmouth,Central,Ryzen 7,12,1028,256,7,High storage lap
Laptop,Acer,04BCF887,68551,26-05-2023,24-06-2024,2,137102,91,Abigail Walker,Colliershire,Central,Ryzen 7,6,1028,256,17,High storage lap
Laptop,HP,D7644520,76922,24-06-2023,07-03-2025,10,769220,92,Abigail Watson,East Albertbury,South,i5,6,128,256,13,Low demand lap
Laptop,Asus,F0B6D354,138586,26-08-2024,06-10-2024,9,1247274,93,Abigail Williams,Port Scotthaven,West,Ryzen 7,16,1028,2028,25,Best selling lap
Laptop,Dell,D07188C5,48264,17-09-2024,08-01-2024,2,96528,94,Abigail Willis,Robertmouth,North,i7,16,128,256,45,Low demand lap
Laptop,HP,CDCBC486,127422,16-06-2024,30-04-2024,7,891954,95,Adam Adams,North Ronald,South,i7,16,1028,256,37,High storage lap
Laptop,Dell,81FAAFEE,95352,12-10-2024,20-03-2024,3,286056,96,Adam Allen,Shieldsstad,South,Ryzen 5,4,256,1028,31,Low demand lap
Laptop,Samsung,0D92264D,25752,21-05-2024,06-12-2023,7,180264,97,Adam Alvarado,North Edward,West,i5,12,1028,256,36,High storage lap
Laptop,Xiaomi,51D6CBB4,127928,29-03-2024,29-10-2023,7,895496,98,Adam Anderson,New James,South,Ryzen 9,8,1028,1028,8,High storage lap
Laptop,Acer,1C19CB23,111628,24-01-2024,21-05-2023,9,1004652,99,Adam Baldwin,Lonniefort,East,i5,4,256,1028,13,Best selling lap
Laptop,Acer,0AAF37AD,6236,07-04-2023,08-05-2024,2,12472,100,Adam Barker,Anthonyborough,West,Ryzen 3,16,512,512,33,Low demand lap
Laptop,Dell,3.56E+14,48132,01-11-2023,04-07-2024,9,433188,101,Adam Beck,Joshuafurt,South,Ryzen 5,8,1028,2028,26,High storage lap
Laptop,Dell,F7C786E7,138183,16-03-2024,04-03-2025,6,829098,102,Adam Blair,New Charles,East,Ryzen 3,8,128,512,14,Best selling lap
Laptop,Samsung,8C59EEDF,151200,27-04-2023,02-09-2024,3,453600,103,Adam Bradley,Brianstad,Central,Ryzen 7,6,1028,1028,11,High storage lap
Laptop,Lenovo,839EE020,173049,18-08-2024,31-05-2023,5,865245,104,Adam Bray,Port Nataliemouth,East,Ryzen 5,32,64,256,31,Low demand lap
Laptop,Acer,1156BF93,190692,23-09-2023,30-11-2024,6,1144152,105,Adam Brown,Hickston,North,i5,4,128,2028,29,High ssd lap
Laptop,Asus,179D8C44,198327,20-11-2023,03-12-2024,6,1189962,106,Adam Byrd,Kyleburgh,North,i9,4,128,1028,46,Best selling lap
Laptop,HP,04D06351,130264,30-08-2024,17-05-2024,4,521056,107,Adam Cain,Port Todd,West,Ryzen 9,6,512,256,32,Low demand lap
Laptop,Google,7680F793,12503,04-01-2024,21-06-2023,5,62515,108,Adam Carroll,Lake Ryan,South,i3,4,64,512,60,Low demand lap
Laptop,Samsung,8F5E1F9D,84057,03-04-2024,12-12-2023,2,168114,109,Adam Castillo,New John,Central,Ryzen 3,6,128,1028,36,Low demand lap
Laptop,Acer,0CCC0879,124239,27-04-2023,06-03-2024,2,248478,110,Adam Cervantes,Briannachester,West,Ryzen 3,4,1028,512,6,High storage lap
Laptop,Asus,348764C6,99760,28-08-2024,19-05-2023,2,199520,111,Adam Cole,Port Susan,North,i9,32,256,2028,58,High ssd lap
Laptop,Lenovo,FDC4D28D,75424,12-12-2024,21-10-2023,8,603392,112,Adam Cortez,South Yvonnemouth,South,Ryzen 9,12,64,2028,7,High ssd lap
Laptop,HP,943706C6,47600,14-09-2024,13-01-2024,7,333200,113,Adam Cuevas,Rileyhaven,West,Ryzen 7,6,128,2028,4,High ssd lap
Laptop,Dell,7EED12DE,183022,30-12-2024,30-03-2024,1,183022,114,Adam Davis,Tonitown,South,i5,8,512,512,21,Low demand lap
Laptop,Xiaomi,168B474C,54083,07-06-2024,02-02-2024,6,324498,115,Adam Duran,North Marcusview,East,i5,6,512,256,18,Low demand lap
Laptop,Dell,94DB5F4D,165642,08-11-2023,26-05-2023,6,993852,116,Adam Ellis,Kathymouth,South,Ryzen 3,6,64,512,8,Best selling lap
Laptop,Acer,A07E2936,127947,24-05-2024,23-10-2024,10,1279470,117,Adam Erickson,North Jacquelinebury,East,i9,16,512,1028,57,Best selling lap
Laptop,Acer,B3A70F13,165028,19-11-2023,11-12-2023,9,1485252,118,Adam Escobar DVM,Kristenfurt,Central,Ryzen 5,4,256,512,1,Best selling lap
Laptop,Asus,14646569,11266,05-03-2024,25-04-2024,4,45064,119,Adam Evans,Natashashire,South,i3,12,512,2028,24,High ssd lap
Laptop,Asus,96EE109B,113896,21-04-2023,15-09-2023,8,911168,120,Adam Glass,Bowersburgh,West,Ryzen 9,12,1028,256,57,Best selling lap
Laptop,Dell,310F1769,18830,31-01-2024,07-06-2024,4,75320,121,Adam Green,Marissafort,West,Ryzen 9,8,512,2028,30,High ssd lap
Laptop,Acer,1768B69E,64676,04-06-2024,28-09-2023,4,258704,122,Adam Gutierrez,North Kylefort,Central,i3,32,256,512,24,Low demand lap
Laptop,Xiaomi,F534C198,7791,22-07-2024,02-06-2023,1,7791,123,Adam Hall,Port Davidhaven,South,Ryzen 7,4,256,256,18,Low demand lap
Laptop,Lenovo,6D9C8942,115306,02-10-2023,10-03-2025,10,1153060,124,Adam Hamilton,Jacquelineton,South,Ryzen 9,6,512,256,48,Best selling lap
Laptop,HP,382F115E,165802,27-10-2024,06-11-2023,2,331604,125,Adam Harrell,South Brettton,North,i5,32,512,512,10,Low demand lap
Laptop,Google,CD229E55,36607,02-12-2024,19-05-2024,1,36607,126,Adam Hayes,South Robertfurt,East,i9,8,512,512,13,Low demand lap
Laptop,Acer,5DA380A9,169309,16-12-2023,30-08-2024,4,677236,127,Adam Hendrix,Lake Joseph,North,Ryzen 5,6,128,256,45,Low demand lap
Laptop,Xiaomi,CBE348F0,136270,03-07-2024,14-11-2023,4,545080,128,Adam Hubbard,Paulborough,North,i9,4,1028,1028,17,High storage lap
Laptop,Acer,66A70782,34996,18-07-2023,28-01-2025,4,139984,129,Adam Ingram,East Joseberg,East,Ryzen 5,32,128,1028,50,Low demand lap
Laptop,Google,87F75581,109285,20-07-2024,01-07-2024,3,327855,129,Adam Ingram,Port Courtneymouth,North,i9,6,64,2028,33,High ssd lap
Laptop,Samsung,24BD48E2,176943,07-04-2023,19-10-2023,5,884715,130,Adam Jackson,Anthonyberg,South,Ryzen 5,8,128,1028,9,Low demand lap
Laptop,Asus,43B00FBA,39506,23-07-2024,13-12-2024,10,395060,130,Adam Jackson,Port Denise,North,Ryzen 5,6,256,1028,19,Low demand lap
Laptop,Asus,C1EC53A0,14633,08-01-2025,28-03-2025,4,58532,130,Adam Jackson,Wagnerfurt,East,Ryzen 5,32,512,512,10,Low demand lap
Laptop,Macbook,B2F2FFE2,173929,22-02-2025,06-06-2024,10,1739290,130,Adam Jackson,West Miguel,East,i3,6,512,512,22,Best selling lap
Laptop,Google,53ACE840,132482,30-07-2023,07-06-2024,7,927374,131,Adam Johnson,East Nancy,Central,Ryzen 3,32,128,512,27,Best selling lap
Laptop,Asus,58BB75DE,134408,27-11-2023,27-06-2023,6,806448,131,Adam Johnson,Lake Cameronfurt,East,Ryzen 9,6,128,256,28,Best selling lap
Laptop,Xiaomi,6DF6CDFD,25580,07-01-2025,28-12-2023,9,230220,131,Adam Johnson,Villanuevaborough,North,Ryzen 7,6,512,1028,12,Low demand lap
Laptop,Dell,68ECD27B,82947,09-04-2023,08-07-2024,10,829470,132,Adam Jones,Arnoldville,East,Ryzen 5,32,512,1028,57,Best selling lap
Laptop,Asus,EFFD403B,162758,14-07-2024,09-03-2024,1,162758,132,Adam Jones,Port Bradley,North,i7,8,256,512,6,Low demand lap
Laptop,Asus,A4088974,16027,08-12-2024,10-07-2023,7,112189,133,Adam Keith,South Tammy,West,i3,32,256,512,54,Low demand lap
Laptop,Google,0F2C2BD6,131756,26-04-2024,16-06-2024,4,527024,134,Adam Lee,New Tammy,South,Ryzen 7,6,1028,256,39,High storage lap
Laptop,Macbook,04EF93DC,68929,05-03-2025,27-05-2024,9,620361,135,Adam Lopez,West Veronicaton,North,Ryzen 5,32,64,2028,20,High ssd lap
Laptop,Dell,7CEE952F,133907,12-03-2024,18-05-2023,10,1339070,136,Adam Lyons,New Bradley,East,Ryzen 7,32,64,2028,57,Best selling lap
Laptop,Acer,2970C6CF,124138,27-08-2024,05-06-2024,9,1117242,137,Adam Madden,Port Sonyatown,South,i5,6,1028,2028,9,Best selling lap
Laptop,Google,F74DA694,18302,18-01-2025,02-10-2023,2,36604,138,Adam Marshall,West Amy,Central,Ryzen 5,16,512,512,10,Low demand lap
Laptop,Lenovo,2B1D36CD,178305,11-03-2024,02-10-2023,6,1069830,139,Adam Martin,New Anneborough,South,i3,32,512,2028,18,High ssd lap
Laptop,Lenovo,1707D619,168076,01-07-2023,10-09-2024,3,504228,140,Adam Mason,East Carolyn,North,i5,4,512,2028,11,High ssd lap
Laptop,Xiaomi,2A7D1261,130186,30-09-2024,06-06-2023,1,130186,141,Adam Mccann,Samanthaside,South,Ryzen 7,16,1028,256,27,High storage lap
Laptop,Lenovo,2145967C,66866,03-04-2023,06-09-2024,5,334330,142,Adam Mckee,Andrewfort,South,i9,8,256,2028,2,High ssd lap
Laptop,Macbook,3B729888,84855,19-04-2023,06-11-2023,6,509130,143,Adam Meyer,Bethfort,South,i9,4,64,512,46,Low demand lap
Laptop,Asus,A0DFAA31,35767,28-04-2024,26-07-2023,6,214602,144,Adam Mills,New Tristan,Central,i7,16,128,256,46,Low demand lap
Laptop,Macbook,5128D7E1,161488,07-08-2024,17-04-2024,7,1130416,145,Adam Mitchell,Port Justin,North,i9,16,128,512,22,Best selling lap
Laptop,Asus,AF350DA9,149069,02-07-2023,05-07-2023,2,298138,146,Adam Moore,East Christinemouth,West,Ryzen 3,4,256,512,8,Low demand lap
Laptop,Xiaomi,BC5FF4D2,68646,07-08-2023,16-02-2025,4,274584,146,Adam Moore,East Sharistad,West,Ryzen 7,16,128,2028,20,High ssd lap
Laptop,Lenovo,E9FBC5DA,178019,25-09-2023,25-01-2025,4,712076,147,Adam Morse,Hoodmouth,South,i5,12,512,256,28,Low demand lap
Laptop,Acer,864BA1CD,122328,21-11-2023,15-09-2023,2,244656,148,Adam Munoz,Lake Aaronmouth,North,Ryzen 3,4,128,2028,5,High ssd lap
Laptop,Acer,8514893A,5873,15-08-2023,01-12-2024,8,46984,149,Adam Myers,Elizabethland,West,Ryzen 9,12,64,512,35,Low demand lap
Laptop,Macbook,88532EF1,158997,25-06-2024,10-01-2024,4,635988,150,Adam Nielsen,Nunezton,West,i9,8,256,1028,21,Low demand lap
Laptop,HP,0C34283E,111186,17-10-2024,31-01-2025,8,889488,151,Adam Parker,Smithside,Central,Ryzen 5,4,256,2028,44,Best selling lap
Laptop,Lenovo,2111D1D2,76071,05-12-2023,18-04-2025,9,684639,152,Adam Patrick,Lake Edward,East,Ryzen 9,32,1028,2028,44,High storage lap
Laptop,Acer,B5F14445,62981,03-03-2024,27-10-2024,1,62981,153,Adam Pena,Mosesland,West,Ryzen 3,32,1028,1028,52,High storage lap
Laptop,Dell,DEFA72FD,149313,12-12-2023,09-05-2025,10,1493130,154,Adam Perez,Lake Jay,West,i3,16,256,1028,55,Best selling lap
Laptop,Samsung,6A185A20,96760,25-10-2024,13-12-2023,2,193520,154,Adam Perez,South Austinview,North,Ryzen 7,12,1028,512,25,High storage lap
Laptop,Dell,6905D3FE,159838,20-08-2023,22-03-2025,2,319676,155,Adam Petersen,Erinshire,East,i7,12,256,512,39,Low demand lap
Laptop,Macbook,DDB6DA31,156199,25-06-2024,17-10-2024,5,780995,156,Adam Powell,Obrienchester,South,i3,12,128,2028,9,High ssd lap
Laptop,HP,6FBA9A60,35972,12-07-2023,04-06-2023,7,251804,157,Adam Powers,East James,South,Ryzen 3,12,256,512,46,Low demand lap
Laptop,HP,CB0F9173,20382,08-08-2024,25-09-2023,6,122292,158,Adam Ramirez,Port Katrina,South,i3,32,512,256,44,Low demand lap
